,state,keyword,corr_case,corr_death
403,Arkansas, Chadwick Boseman,-0.055043125774627444,-0.030222367983058725
404,California, Chadwick Boseman,-0.03574538499102407,0.014122303892098566
405,Colorado, Chadwick Boseman,-0.07973992541445481,-0.09872783407042114
406,Connecticut, Chadwick Boseman,-0.0669746030889843,-0.08355327030088491
407,Delaware, Chadwick Boseman,-0.0670005684831557,-0.13351157759631374
408,Georgia, Chadwick Boseman,-0.027620588194580263,0.06615296065796786
409,Hawaii, Chadwick Boseman,-0.023280585488464987,-0.034736244204165566
410,Idaho, Chadwick Boseman,-0.04794917844233426,-0.01056339421116749
411,Indiana, Chadwick Boseman,-0.06122366050967135,-0.06843341839571156
412,Iowa, Chadwick Boseman,-0.04096830873362099,-0.026371161538101772
413,Kansas, Chadwick Boseman,-0.04144470774412511,-0.06732355458481137
414,Louisiana, Chadwick Boseman,-0.05345858096552693,0.09848375010880071
415,Maine, Chadwick Boseman,-0.09434233569578256,-0.0962428663528519
416,Montana, Chadwick Boseman,-0.08057980902631802,-0.08747042634303956
417,Nebraska, Chadwick Boseman,-0.06497522845225717,-0.05482115602225692
418,New Hampshire, Chadwick Boseman,-0.08262940866751738,-0.0948083330208581
419,New Jersey, Chadwick Boseman,-0.06910334695268949,-0.09334862975652859
420,New Mexico, Chadwick Boseman,-0.07865507963670408,-0.0651617966380848
421,Maryland, Chadwick Boseman,-0.04153375988521508,-0.08424448134237171
422,Massachusetts, Chadwick Boseman,-0.07217066931038135,-0.06875449304366472
423,Michigan, Chadwick Boseman,-0.062314199199118785,-0.0935842525896661
424,North Carolina, Chadwick Boseman,-0.05077611426525613,-0.03246649639251501
425,North Dakota, Chadwick Boseman,-0.050100703287765114,-0.03942032549782081
426,Ohio, Chadwick Boseman,-0.062193680806209836,-0.05893638040682533
427,Oklahoma, Chadwick Boseman,-0.045383475082675956,-0.05417954786493825
428,Mississippi, Chadwick Boseman,-0.030214969739961163,0.09714662431796206
429,Missouri, Chadwick Boseman,-0.03984031500793136,-0.06638852351769349
430,Pennsylvania, Chadwick Boseman,-0.07104785776730042,-0.08379071728122164
431,South Carolina, Chadwick Boseman,-0.05585536740427796,0.07999240472343247
432,South Dakota, Chadwick Boseman,-0.05734561198120332,-0.058180712554239275
433,Tennessee, Chadwick Boseman,-0.03786354747648081,-0.018923595170529
434,Utah, Chadwick Boseman,-0.06531141028903993,-0.0707508079443355
435,Vermont, Chadwick Boseman,-0.06558030599519228,-0.10514482153710486
436,Virginia, Chadwick Boseman,-0.05295153689823503,-0.0699825411104121
437,Washington, Chadwick Boseman,-0.059101492289200606,-0.07167393268539266
438,Wisconsin, Chadwick Boseman,-0.054052330358555764,-0.07838162036466546
439,Wyoming, Chadwick Boseman,-0.07433316791370348,-0.08034810919379477
440,Minnesota, Chadwick Boseman,-0.07213458905334343,-0.06070149208745172
441,Texas, Chadwick Boseman,-0.02042736441937966,0.09618650822213545
442,West Virginia, Chadwick Boseman,-0.07695303997518033,-0.07499879412086756
443,Rhode Island, Chadwick Boseman,-0.05599707517918172,-0.05026939104034302
444,Oregon, Chadwick Boseman,-0.05877331750961328,-0.07493696778480927
445,New York, Chadwick Boseman,-0.06297744171379174,-0.07443732488614062
446,Nevada, Chadwick Boseman,-0.030582495902948467,0.06491257069947091
447,Illinois, Chadwick Boseman,-0.048025125634561794,-0.07670592585901524
448,Florida, Chadwick Boseman,-0.04085502462964857,0.0974347396170896
449,Kentucky, Chadwick Boseman,-0.05970463254728426,-0.08512061778483873
450,Alabama,PlayStation 5,0.007111318604049984,0.03333466658883056
451,Alaska,PlayStation 5,0.08782023915723172,0.11976271749341809
452,Arizona,PlayStation 5,0.016315469078130716,0.014467974465607939
453,Arkansas,PlayStation 5,0.03813599956900182,0.21457542635461246
454,California,PlayStation 5,0.001386315117076526,0.013256736094130995
455,Colorado,PlayStation 5,0.17537891341338316,0.25528254549077295
456,Connecticut,PlayStation 5,0.08344409466526138,-0.02642791197798657
457,Delaware,PlayStation 5,0.06644014771789412,0.06356763919709933
458,Georgia,PlayStation 5,0.009771988835521371,0.09646542720614512
459,Hawaii,PlayStation 5,-0.062441350174147196,0.002763783993532562
460,Idaho,PlayStation 5,0.311739457134329,0.29497029278364406
461,Indiana,PlayStation 5,0.23595885199038583,0.3216254542387883
462,Iowa,PlayStation 5,0.44006925076698966,0.385798394629908
463,Kansas,PlayStation 5,0.16433102426307347,0.2777676929662237
464,Louisiana,PlayStation 5,-0.07396060504614196,-0.07386765938426672
465,Maine,PlayStation 5,0.02427901429877511,0.08012530547043369
466,Montana,PlayStation 5,0.3280203203530674,0.45793773363758733
467,Nebraska,PlayStation 5,0.3604677982430723,0.35525204508460334
468,New Hampshire,PlayStation 5,0.00993947603879939,0.017131758071103828
469,New Jersey,PlayStation 5,0.002182964195250168,-0.10997704706088113
470,New Mexico,PlayStation 5,0.19737301833757998,0.2959479623517454
471,Maryland,PlayStation 5,0.03679872220552835,-0.014222928468603775
472,Massachusetts,PlayStation 5,0.01283032056430686,-0.024818488985634192
473,Michigan,PlayStation 5,0.1446717139355429,0.1440552083284859
474,North Carolina,PlayStation 5,0.03082323752659241,0.1505124655399012
475,North Dakota,PlayStation 5,0.3842220133836091,0.6363742876517775
476,Ohio,PlayStation 5,0.18504221202426432,0.31208643625430477
477,Oklahoma,PlayStation 5,0.11102916200578132,0.02206652999351644
478,Mississippi,PlayStation 5,-0.042014576879670446,0.06648258910005167
479,Missouri,PlayStation 5,0.20571840478237424,0.15894520635892373
480,Pennsylvania,PlayStation 5,0.09491362106079523,0.11445261955005948
481,South Carolina,PlayStation 5,-0.051629488029193926,-0.0006893613421728253
482,South Dakota,PlayStation 5,0.4572511968593596,0.6398612617876873
483,Tennessee,PlayStation 5,0.07574719484703676,0.13785396044371942
484,Utah,PlayStation 5,0.13397471279713286,0.2068648053093486
485,Vermont,PlayStation 5,-0.08711734160755583,-0.08023536501378163
486,Virginia,PlayStation 5,-0.02658292476296175,-0.011814014159018792
487,Washington,PlayStation 5,-0.051247982758360955,-0.0367933393875203
488,Wisconsin,PlayStation 5,0.2611889071875967,0.40586216533370223
489,Wyoming,PlayStation 5,0.2953383899228735,0.22729338874363858
490,Minnesota,PlayStation 5,0.2848340093368389,0.40277659601881893
491,Texas,PlayStation 5,-0.01016799116290291,0.06769381904566721
492,West Virginia,PlayStation 5,0.05524525247185611,0.183625790747939
493,Rhode Island,PlayStation 5,0.07230538602738569,0.16611134016567694
494,Oregon,PlayStation 5,-0.039320200913500386,0.08197157819429517
495,New York,PlayStation 5,-0.036960015675337264,-0.1455261144062301
496,Nevada,PlayStation 5,0.12800973863300089,0.10616920802402718
497,Illinois,PlayStation 5,0.18967744396850172,0.2964964442301171
498,Florida,PlayStation 5,-0.08233949285871345,-0.08440433167694775
499,Kentucky,PlayStation 5,0.07885987290889226,0.09045154836267855
500,Alabama, NBA,-0.08880397103815621,-0.08407342771694501
501,Alaska, NBA,-0.05569486656724786,0.02028228317647424
502,Arizona, NBA,0.0068378697035921185,0.001584900336338177
503,Arkansas, NBA,-0.03057991600064363,-0.06936586931771309
504,California, NBA,0.04621864383036129,0.14272101491370082
505,Colorado, NBA,-0.02334789483255679,-0.11356914047741563
506,Connecticut, NBA,0.04248804793587341,-0.2525545404988972
507,Delaware, NBA,0.05191352715440647,-0.17554029747277192
508,Georgia, NBA,-0.07837904079878841,-0.03632896362181008
509,Hawaii, NBA,0.00020465524994586943,-0.019350062827698484
510,Idaho, NBA,-0.171489433914214,-0.1271323615370732
511,Indiana, NBA,-0.02177130791158755,-0.09428062775559541
512,Iowa, NBA,-0.10294321799926229,-0.03661314726715546
513,Kansas, NBA,-0.0863884903940046,-0.07836217523522883
514,Louisiana, NBA,-0.058655620841111256,-0.3186463463710344
515,Maine, NBA,0.043049575504136635,0.0463932781450755
516,Montana, NBA,-0.06550614243679456,-0.007226734590462874
517,Nebraska, NBA,-0.05227311262724585,-0.09470380520314507
518,New Hampshire, NBA,0.06348474952362726,-0.03838160806853772
519,New Jersey, NBA,0.04691532677949266,-0.2835014576925819
520,New Mexico, NBA,-0.07410217633247543,-0.0014940224796555282
521,Maryland, NBA,0.10082529739664664,0.07694371202925927
522,Massachusetts, NBA,0.018943684823941143,-0.24399440125039573
523,Michigan, NBA,-0.015671749718195696,-0.04757184664163817
524,North Carolina, NBA,-0.049240375833697204,-0.07166217645704527
525,North Dakota, NBA,-0.06396447381696875,-0.12833397260231091
526,Ohio, NBA,-0.0314534409670653,-0.012188750388600443
527,Oklahoma, NBA,0.0016432094802481575,0.14929361813331982
528,Mississippi, NBA,-0.1345094603250653,-0.13889996305513322
529,Missouri, NBA,-0.04143215016220229,-0.0631047254936589
530,Pennsylvania, NBA,0.024399356717348736,0.00292579191817873
531,South Carolina, NBA,-0.040136252453370325,-0.021261842358012997
532,South Dakota, NBA,-0.15749432001759672,-0.12253056217554623
533,Tennessee, NBA,-0.029072295849979498,0.05186275992204126
534,Utah, NBA,-0.0992542229785411,-0.03892922064263032
535,Vermont, NBA,0.010867394573576829,-0.0346138377651074
536,Virginia, NBA,0.009856588641599036,0.048895651277279864
537,Washington, NBA,-0.009018994905393176,-0.15257987061278766
538,Wisconsin, NBA,-0.09186722757913922,-0.08771696202002686
539,Wyoming, NBA,-0.1948473032869468,-0.13991304467670176
540,Minnesota, NBA,0.04221412370472419,-0.03188715467661548
541,Texas, NBA,-0.058979554357078155,0.009263357389090968
542,West Virginia, NBA,-0.03720044740865594,-0.01812395345963172
543,Rhode Island, NBA,0.04415586333479714,-0.16330652663050413
544,Oregon, NBA,-0.07053975611343848,-0.06843761174479711
545,New York, NBA,-0.04412879727702029,-0.24054146046685665
546,Nevada, NBA,0.028285181231645494,0.03627704938987645
547,Illinois, NBA,0.035019300372055806,-0.14545494544680607
548,Florida, NBA,-0.05728420040550214,-0.08921710229306803
549,Kentucky, NBA,-0.12264073652325806,-0.0514786036336103
550,Alabama, DMX,-0.0762181071788672,-0.07291915739633748
551,Alaska, DMX,-0.04048467314068725,-0.06576647797719165
552,Arizona, DMX,-0.08041782133602604,-0.07667982080707067
553,Arkansas, DMX,-0.08387786315693568,-0.06885476837318928
554,California, DMX,-0.059205100793812714,0.03304385418820342
555,Colorado, DMX,-0.03200040256439741,-0.09991343589058614
556,Connecticut, DMX,0.01696610355219142,-0.06974615515294219
557,Delaware, DMX,-0.013391941291642163,-0.035618735537464
558,Georgia, DMX,-0.06409239726520356,-0.001899491858185857
559,Hawaii, DMX,-0.029594369918931204,-0.05646732151594421
560,Idaho, DMX,-0.07341564127188145,-0.0959592393981592
561,Indiana, DMX,-0.06209005085999949,-0.10336976285751884
562,Iowa, DMX,-0.06039966841102995,-0.05111509195487257
563,Kansas, DMX,-0.07966630093329458,-0.06261520926026737
564,Louisiana, DMX,-0.0698754996181137,-0.09605692187766829
565,Maine, DMX,-0.0036324384954857813,-0.05551608021321505
566,Montana, DMX,-0.07984052301896964,-0.0434444209060625
567,Nebraska, DMX,-0.049905832680869476,-0.04600015329147422
568,New Hampshire, DMX,-0.0048799749222714316,-0.04201713415735221
569,New Jersey, DMX,0.030376461398543095,-0.033140603187070926
570,New Mexico, DMX,-0.07258175701485568,-0.07562253009441132
571,Maryland, DMX,-0.013076923920611834,-0.05087180498207837
572,Massachusetts, DMX,-0.00975826647741321,-0.019220299938892394
573,Michigan, DMX,0.0737511996892447,-0.05585061762135594
574,North Carolina, DMX,-0.04774919364037516,-0.041287258946865295
575,North Dakota, DMX,-0.05796838512664556,-0.09042202428019294
576,Ohio, DMX,-0.053034742844005806,-0.09167019019335165
577,Oklahoma, DMX,-0.0807513566237763,0.03714111746482721
578,Mississippi, DMX,-0.07947385043089453,-0.10126901922862283
579,Missouri, DMX,-0.07263991063661773,-0.06602211880587923
580,Pennsylvania, DMX,0.002429681972140161,-0.06836677022947678
581,South Carolina, DMX,-0.051134874104213246,-0.07187805881642954
582,South Dakota, DMX,-0.049804106512692486,-0.06892648897083566
583,Tennessee, DMX,-0.05676179191529902,-0.05654200626544795
584,Utah, DMX,-0.06482409185895088,-0.019911740936094678
585,Vermont, DMX,0.00895591909851348,-0.013241561889198191
586,Virginia, DMX,-0.03721826826296755,-0.05581996243332287
587,Washington, DMX,-0.03545957125512545,-0.0983428678484719
588,Wisconsin, DMX,-0.04918376949031572,-0.0747294997857972
589,Wyoming, DMX,-0.07451176589501826,-0.0906368093435667
590,Minnesota, DMX,-0.02162814563014094,-0.07841695114717182
591,Texas, DMX,-0.0649729784288882,-0.039919309228319974
592,West Virginia, DMX,-0.042370154938401246,-0.034275055494670734
593,Rhode Island, DMX,-0.028254158284502603,-0.07297852692213276
594,Oregon, DMX,-0.051332008293948246,-0.09613007656617749
595,New York, DMX,0.010820772404394278,-0.009595475471142935
596,Nevada, DMX,-0.0714031770825751,-0.08150326692475696
597,Illinois, DMX,-0.03915379900514364,-0.08079619464183885
598,Florida, DMX,-0.03401656479781517,-0.05365085934501161
599,Kentucky, DMX,-0.06301629944133563,0.09985640775335562
600,Alabama, Gabby Petito,0.09787173695418556,0.18649740678434049
601,Alaska, Gabby Petito,0.15521413981783883,0.07637681540725157
602,Arizona, Gabby Petito,-0.0011340936382419,-0.009022514320980262
603,Arkansas, Gabby Petito,0.030342477640447042,0.18085344804156425
604,California, Gabby Petito,-0.017642572836119925,-0.0013527606839389987
605,Colorado, Gabby Petito,0.012320163773267757,-0.01917735877264796
606,Connecticut, Gabby Petito,-0.036150618807908465,-0.07166546418068133
607,Delaware, Gabby Petito,0.03668012501115575,-0.06587023771881845
608,Georgia, Gabby Petito,0.09747417274160979,0.3025517095054086
609,Hawaii, Gabby Petito,0.04591810751855458,0.4011260847740843
610,Idaho, Gabby Petito,0.20340371080163966,0.3341937426816632
611,Indiana, Gabby Petito,0.07907339019900196,0.05077683595433221
612,Iowa, Gabby Petito,0.08173629537026966,-0.05127868953240977
613,Kansas, Gabby Petito,0.04404479001166261,0.06330883427786685
614,Louisiana, Gabby Petito,0.023856206962865195,0.24463190567758925
615,Maine, Gabby Petito,0.11728263589829288,0.06503948729889601
616,Montana, Gabby Petito,0.17319837860274157,0.06679496963594551
617,Nebraska, Gabby Petito,0.028349386086259337,0.0060057888951333795
618,New Hampshire, Gabby Petito,0.014082612136612983,-0.04334997152443271
619,New Jersey, Gabby Petito,-0.014910250022096524,-0.07565720193994323
620,New Mexico, Gabby Petito,0.0022157636440284243,-0.0010527096093683073
621,Maryland, Gabby Petito,-0.01118988735679734,-0.03801257617669994
622,Massachusetts, Gabby Petito,-0.01536510221479729,-0.09504240255624505
623,Michigan, Gabby Petito,-0.004251323476432472,-0.0783129136844879
624,North Carolina, Gabby Petito,0.10030136412729954,0.26620434249263136
625,North Dakota, Gabby Petito,0.06115527717779627,-0.04754878682958979
626,Ohio, Gabby Petito,0.0936080270528044,0.059011287393666234
627,Oklahoma, Gabby Petito,0.060969700580200854,0.1052950715076184
628,Mississippi, Gabby Petito,0.07394852511487106,0.3097473738401335
629,Missouri, Gabby Petito,0.010255232808027157,0.029099745933383745
630,Pennsylvania, Gabby Petito,0.023251538515086795,-0.055689438029596854
631,South Carolina, Gabby Petito,0.1316403053718299,0.3019982405702896
632,South Dakota, Gabby Petito,0.05632484494239288,-0.045924150201680614
633,Tennessee, Gabby Petito,0.18207941241840234,0.09219841424425214
634,Utah, Gabby Petito,0.03187300776934798,0.13837726904052727
635,Vermont, Gabby Petito,0.029726408228516327,0.11020602335582626
636,Virginia, Gabby Petito,0.05444805730558957,0.02441126249354536
637,Washington, Gabby Petito,0.06639424303995364,0.31701598713243573
638,Wisconsin, Gabby Petito,0.019726705183470753,-0.039773620675181136
639,Wyoming, Gabby Petito,0.1962722880554171,0.1610079734558893
640,Minnesota, Gabby Petito,0.010589188216407554,-0.05532611536048509
641,Texas, Gabby Petito,0.0886778898434588,0.24315512325817432
642,West Virginia, Gabby Petito,0.1957347993902158,0.19583729859135204
643,Rhode Island, Gabby Petito,-0.023880540863288245,-0.057872751638272685
644,Oregon, Gabby Petito,0.09731337306550865,0.2669544607836384
645,New York, Gabby Petito,-0.023384894996770593,-0.06335073617435766
646,Nevada, Gabby Petito,0.017590454313456266,0.10751929268244681
647,Illinois, Gabby Petito,-0.00941990244910876,-0.0483246394636192
648,Florida, Gabby Petito,0.04514572017673194,0.49056790132828054
649,Kentucky, Gabby Petito,0.15423254039711454,0.13288301639406214
650,Alabama, Kyle Rittenhouse,-0.06896281111038856,0.015572118178063235
651,Alaska, Kyle Rittenhouse,0.048734171779181906,0.4501412916259984
652,Arizona, Kyle Rittenhouse,0.007996114968956861,0.008796496988010674
653,Arkansas, Kyle Rittenhouse,-0.0713120904206395,-0.0003751690968418529
654,California, Kyle Rittenhouse,-0.049938995463589556,-0.034677215475093455
655,Colorado, Kyle Rittenhouse,0.05172997205350388,0.11707793573833576
656,Connecticut, Kyle Rittenhouse,-0.05732082763498782,-0.09934064452063569
657,Delaware, Kyle Rittenhouse,-0.030672915750858756,-0.03517140092992425
658,Georgia, Kyle Rittenhouse,-0.08496886602450547,0.052825267477383
659,Hawaii, Kyle Rittenhouse,-0.04356374538085804,0.25594071845418404
660,Idaho, Kyle Rittenhouse,0.012460882856606969,0.19555107778108793
661,Indiana, Kyle Rittenhouse,-0.02026908524455031,-0.02713813258012251
662,Iowa, Kyle Rittenhouse,0.026679297172544802,0.021153642386333202
663,Kansas, Kyle Rittenhouse,-0.014966616185782898,0.051535621813353444
664,Louisiana, Kyle Rittenhouse,-0.08436821062009647,-0.09721540423779479
665,Maine, Kyle Rittenhouse,0.1001953571878898,0.08224974825571774
666,Montana, Kyle Rittenhouse,0.07814231049460578,0.1822496711127433
667,Nebraska, Kyle Rittenhouse,0.03567948386494873,0.012642208400794703
668,New Hampshire, Kyle Rittenhouse,0.06230859245370328,0.0474172789956502
669,New Jersey, Kyle Rittenhouse,-0.05156583769661414,-0.08748706077920324
670,New Mexico, Kyle Rittenhouse,0.05987029204280057,-0.014364775237990152
671,Maryland, Kyle Rittenhouse,-0.04344794778435388,-0.07956405141283505
672,Massachusetts, Kyle Rittenhouse,-0.037706488953243425,-0.09722671158797472
673,Michigan, Kyle Rittenhouse,0.0630894765440516,-0.004566020457546624
674,North Carolina, Kyle Rittenhouse,-0.05947584034694528,-0.019812021947930282
675,North Dakota, Kyle Rittenhouse,0.06346170161627653,0.04788281834204112
676,Ohio, Kyle Rittenhouse,0.012229892579097588,0.020077377844601754
677,Oklahoma, Kyle Rittenhouse,-0.06219797214487669,0.15104233587213423
678,Mississippi, Kyle Rittenhouse,-0.08724650583342028,-0.07212405148824322
679,Missouri, Kyle Rittenhouse,-0.04346802768148102,-0.03137936625846469
680,Pennsylvania, Kyle Rittenhouse,0.0075405161311069896,0.005466175138809575
681,South Carolina, Kyle Rittenhouse,-0.08117404941989005,-0.004250652293226355
682,South Dakota, Kyle Rittenhouse,0.017122614264049128,-0.010915004956564712
683,Tennessee, Kyle Rittenhouse,-0.07179842742422242,-0.02485928075415974
684,Utah, Kyle Rittenhouse,0.01479317693721794,0.1132027346410553
685,Vermont, Kyle Rittenhouse,0.06673569975407803,0.16038799386176852
686,Virginia, Kyle Rittenhouse,-0.05418037262423694,0.009300989113150016
687,Washington, Kyle Rittenhouse,-0.017390619353419127,0.056144513961678175
688,Wisconsin, Kyle Rittenhouse,0.024592708580088544,0.008831752746368222
689,Wyoming, Kyle Rittenhouse,0.04496584177730396,0.2960902886962854
690,Minnesota, Kyle Rittenhouse,0.08656372072066518,0.05238520354364857
691,Texas, Kyle Rittenhouse,-0.07292776535085084,0.012130033938949595
692,West Virginia, Kyle Rittenhouse,0.00319663234952571,0.08625029488495133
693,Rhode Island, Kyle Rittenhouse,-0.04239786791362306,-0.11396176296468881
694,Oregon, Kyle Rittenhouse,-0.016428288073306287,0.3275093449941575
695,New York, Kyle Rittenhouse,-0.040448393883000436,-0.08046516029885228
696,Nevada, Kyle Rittenhouse,-0.04094654265848081,0.02550139338175949
697,Illinois, Kyle Rittenhouse,-0.03313184613684032,-0.09288932111316772
698,Florida, Kyle Rittenhouse,-0.08789294494838157,-0.0002301617256769961
699,Kentucky, Kyle Rittenhouse,-0.04064687138900893,0.11801099079068557
700,Alabama, Brian Laundrie,0.05275325379969615,0.3644191983295265
701,Alaska, Brian Laundrie,0.3528598723022852,0.4286041579837745
702,Arizona, Brian Laundrie,-0.00040773642433852294,0.0008617127679612325
703,Arkansas, Brian Laundrie,-0.0075860982592858015,0.28980406121932967
704,California, Brian Laundrie,-0.039653740608866624,-0.02228304382954989
705,Colorado, Brian Laundrie,0.040253360680936205,0.03172448132815356
706,Connecticut, Brian Laundrie,-0.06474013380085157,-0.09343904443800155
707,Delaware, Brian Laundrie,0.04997240854081041,-0.023329862523474375
708,Georgia, Brian Laundrie,0.042779891293013544,0.46287167278340674
709,Hawaii, Brian Laundrie,0.019697848712066483,0.5490865577128432
710,Idaho, Brian Laundrie,0.29004659230026053,0.5807674246511317
711,Indiana, Brian Laundrie,0.054807601051561336,0.08383890026554183
712,Iowa, Brian Laundrie,0.0908692742338304,-0.016196774739711664
713,Kansas, Brian Laundrie,0.01843450069044946,0.03779135975314383
714,Louisiana, Brian Laundrie,-0.031326143398670465,0.20978055791516403
715,Maine, Brian Laundrie,0.19938588794135265,0.13741629244657363
716,Montana, Brian Laundrie,0.3179143190610672,0.268780039207209
717,Nebraska, Brian Laundrie,0.02890111949684365,0.21799112262134
718,New Hampshire, Brian Laundrie,0.051356103481879425,-0.0477078556169626
719,New Jersey, Brian Laundrie,-0.046385726557770735,-0.10795260520893422
720,New Mexico, Brian Laundrie,0.014381267620273086,0.002433304323833427
721,Maryland, Brian Laundrie,-0.012932897192847353,-0.05293320546652807
722,Massachusetts, Brian Laundrie,-0.034173847185310274,-0.13444747698572393
723,Michigan, Brian Laundrie,0.04464801933827672,-0.06796845491162505
724,North Carolina, Brian Laundrie,0.06915076293000928,0.3664318593658213
725,North Dakota, Brian Laundrie,0.13194640026345103,0.0026126882733152976
726,Ohio, Brian Laundrie,0.11490076921854818,0.1364952097152103
727,Oklahoma, Brian Laundrie,0.037161673082253155,0.22810006367563734
728,Mississippi, Brian Laundrie,0.018409612520751188,0.24936246445115423
729,Missouri, Brian Laundrie,-0.01424966931270575,0.020966672861555267
730,Pennsylvania, Brian Laundrie,0.05317520871328252,-0.024308543548503488
731,South Carolina, Brian Laundrie,0.07769593843080337,0.4138815361327299
732,South Dakota, Brian Laundrie,0.053035432487802146,-0.048459294808857384
733,Tennessee, Brian Laundrie,0.09675398462386373,0.12948345499912992
734,Utah, Brian Laundrie,0.036976869736184526,0.2266876020730506
735,Vermont, Brian Laundrie,0.057186491773212736,0.23297446708167668
736,Virginia, Brian Laundrie,0.057284628764558726,0.11187123754409287
737,Washington, Brian Laundrie,0.07997898614734611,0.45086003639419586
738,Wisconsin, Brian Laundrie,0.058235393287299334,-0.028445468755444014
739,Wyoming, Brian Laundrie,0.2593299961071939,0.32362859040348607
740,Minnesota, Brian Laundrie,0.06720681787768244,-0.019381674383926146
741,Texas, Brian Laundrie,0.04818520711902257,0.354861880038235
742,West Virginia, Brian Laundrie,0.2315634942158819,0.4383137746701727
743,Rhode Island, Brian Laundrie,-0.035071066828338576,-0.12571540717961655
744,Oregon, Brian Laundrie,0.10751491411707383,0.43224588107925976
745,New York, Brian Laundrie,-0.027763566223919928,-0.09894342183532917
746,Nevada, Brian Laundrie,-0.014192311781107036,0.16190963690494126
747,Illinois, Brian Laundrie,-0.03319591746298421,-0.09106553468324993
748,Florida, Brian Laundrie,-0.012597047882173943,0.555092490872683
749,Kentucky, Brian Laundrie,0.13721634260290727,0.27492876904102326
750,Alabama, Mega Millions,0.2550269243824349,0.4099560437676662
751,Alaska, Mega Millions,0.2364102087107153,0.31541487390488343
752,Arizona, Mega Millions,0.36758699071972434,0.5428149644244221
753,Arkansas, Mega Millions,0.28488339904882565,0.4654072222749323
754,California, Mega Millions,0.3264762022537741,0.49830547961873006
755,Colorado, Mega Millions,0.13587192079062999,0.3508633104974419
756,Connecticut, Mega Millions,0.24714844205826556,0.27252387412511864
757,Delaware, Mega Millions,0.26672149223916525,0.4025481175612201
758,Georgia, Mega Millions,0.32063268689553254,0.22686913230462677
759,Hawaii, Mega Millions,0.13979869549069457,0.20534564177967837
760,Idaho, Mega Millions,0.19072656930394552,0.2035475525910514
761,Indiana, Mega Millions,0.2579727231352312,0.40588674444055
762,Iowa, Mega Millions,0.13481289875674213,0.2947866093123422
763,Kansas, Mega Millions,0.22120848209181998,0.5461849778857528
764,Louisiana, Mega Millions,0.19165802570601606,0.27413377279213014
765,Maine, Mega Millions,0.27221149041362724,0.452062720690922
766,Montana, Mega Millions,0.13970630375231788,0.24548931100955854
767,Nebraska, Mega Millions,0.1929963931461798,0.29600899063692926
768,New Hampshire, Mega Millions,0.21719297158078463,0.48757531125636144
769,New Jersey, Mega Millions,0.17698838499802202,0.20798523484287534
770,New Mexico, Mega Millions,0.17775798735996357,0.4603163448428476
771,Maryland, Mega Millions,0.17416144823858162,0.2848629825335315
772,Massachusetts, Mega Millions,0.26353294805699684,0.28338969883416887
773,Michigan, Mega Millions,0.0633258400759007,0.3232761138277577
774,North Carolina, Mega Millions,0.22460225588397534,0.42349557392292125
775,North Dakota, Mega Millions,0.011134892266036353,0.1963091712086363
776,Ohio, Mega Millions,0.28006947115246805,0.4843456678215287
777,Oklahoma, Mega Millions,0.3125061152405166,0.12955984788945443
778,Mississippi, Mega Millions,0.2313046724928352,0.421208958326081
779,Missouri, Mega Millions,0.22358542943383858,0.2330834197057126
780,Pennsylvania, Mega Millions,0.24834459549729831,0.5220531675967386
781,South Carolina, Mega Millions,0.2506616782748277,0.29715971062711943
782,South Dakota, Mega Millions,0.09931486682176908,0.29440970724964355
783,Tennessee, Mega Millions,0.2577358203589628,0.3661343691009197
784,Utah, Mega Millions,0.24292741024058465,0.43657947879899944
785,Vermont, Mega Millions,0.059285880412835924,0.30723027769684896
786,Virginia, Mega Millions,0.24029169250911042,0.1581540907227321
787,Washington, Mega Millions,0.11336519203769747,0.32247551837021954
788,Wisconsin, Mega Millions,0.132448484607925,0.35780938608380886
789,Wyoming, Mega Millions,0.0923160206359167,0.2673955128760568
790,Minnesota, Mega Millions,0.07461568260492532,0.3621965738641412
791,Texas, Mega Millions,0.2915861787694286,0.3495633798175168
792,West Virginia, Mega Millions,0.24622041498757624,0.3856862961518962
793,Rhode Island, Mega Millions,0.22233203845697203,0.4503754968036117
794,Oregon, Mega Millions,0.13175981891322283,0.2963849171979997
795,New York, Mega Millions,0.1791983122766699,0.10197906084795728
796,Nevada, Mega Millions,0.3032827367037149,0.5350979105715302
797,Illinois, Mega Millions,0.16126617584915728,0.46764181519503567
798,Florida, Mega Millions,0.17644670911410457,0.16602559628190008
799,Kentucky, Mega Millions,0.21612415261153603,0.1796390831099536
800,Alabama, AMC Stock,-0.02308750455979995,0.2558275625262645
801,Alaska, AMC Stock,0.0006687124082689648,0.08231140502484237
802,Arizona, AMC Stock,0.021666600001011765,0.21111876688343578
803,Arkansas, AMC Stock,0.0096348313480791,0.09805143046336257
804,California, AMC Stock,0.01079769067460214,0.30291077805120586
805,Colorado, AMC Stock,-0.05853766108736271,-0.09031463104072117
806,Connecticut, AMC Stock,-0.0008511722671067524,-0.04528318152959474
807,Delaware, AMC Stock,0.029269293075490897,0.09354976857013476
808,Georgia, AMC Stock,0.034466255865958584,0.24136104937673367
809,Hawaii, AMC Stock,-0.04353896239213802,0.11072384629913523
810,Idaho, AMC Stock,-0.079125912131663,-0.037294606759487085
811,Indiana, AMC Stock,-0.06672930051424385,-0.0662727173000791
812,Iowa, AMC Stock,-0.1382222868398645,-0.03293565225807569
